word,stem,onset,offset,word_freq
t,not,303.084,303.135,5726.1
any,any,303.135,303.314,1245.4
shops,shops,303.314,303.704,17.832
that,that,303.704,303.885,10130
sell,sell,303.885,304.115,45.281
friends,friends,304.115,304.724,144.76
men,men,305.043,305.328,574.92
no,no,305.328,305.498,1773.3
longer,longer,305.498,305.838,157.14
have,have,305.838,306.088,3516.4
any,any,306.088,306.278,1245.4
friends,friends,306.278,306.873,144.76
if,if,307.671,307.736,1981.4
you,you,307.736,307.796,2959.7
want,want,307.796,308.016,262.95
a,a,308.016,308.056,19384
friend,friend,308.056,308.626,130.14
tame,tame,309.17,309.595,3.9817
me,me,309.595,309.815,1037.6
what,what,311.002,311.167,1547.8
should,should,311.167,311.357,1030.9
i,i,311.357,311.467,4918.5
do,do,311.467,311.817,1413.7
asked,asked,312.211,312.526,219.97
the,the,312.526,312.596,67225
little,little,312.596,312.846,560.69
prince,prince,312.846,313.275,68.37
you,you,314.178,314.273,2959.7
have,have,314.273,314.473,3516.4
to,to,314.473,314.643,24495
be,be,314.643,314.773,6101
very,very,314.773,315.093,945.6
patient,patient,315.093,315.782,147.44
replied,replied,315.992,316.357,56.172
the,the,316.357,316.437,67225
fox,fox,316.437,316.921,21.689
first,first,317.355,318.17,1168.8
you,you,318.17,318.24,2959.7
ll,will,318.24,318.3,1880.3
sit,sit,318.3,318.53,50.954
down,down,318.53,318.84,534.99
a,a,318.84,318.88,19384
little,little,318.88,319.2,560.69
way,way,319.2,319.36,708.73
away,away,319.36,319.57,308.57
from,from,319.57,319.77,4392.3
me,me,319.77,319.91,1037.6
like,like,319.91,320.22,898.72
this,this,320.22,320.62,4844.1
in,in,320.62,320.68,21385
the,the,320.68,320.9,67225
grass,grass,320.9,321.414,36.853
i,i,321.813,322.248,4918.5
ll,will,322.248,322.338,1880.3
watch,watch,322.338,322.618,54.379
you,you,322.618,322.688,2959.7
out,out,322.688,322.878,1327.1
of,of,322.878,322.938,39205
the,the,322.938,323.018,67225
corner,corner,323.018,323.388,49.235
of,of,323.388,323.498,39205
my,my,323.498,323.818,1370.3
eye,eye,323.818,324.077,104.21
and,and,324.266,324.411,28654
you,you,324.411,324.571,2959.7
won,will,324.571,324.731,1880.3
t,not,324.731,324.771,5726.1
say,say,324.771,324.941,392.56
anything,anything,324.941,325.466,159.32
words,words,325.979,326.314,287.87
are,are,326.314,326.404,4685
a,a,326.404,326.454,19384
source,source,326.454,326.824,155.11
of,of,326.824,326.924,39205
misunderstandings,misunderstandings,326.924,328.069,2.2865
but,but,328.558,328.963,3535.3
every,every,328.963,329.293,497.95
day,day,329.293,329.757,596.34
you,you,329.992,330.107,2959.7
ll,will,330.107,330.197,1880.3
be,be,330.197,330.307,6101
able,able,330.307,330.587,231.42
to,to,330.587,330.677,24495
sit,sit,330.677,330.927,50.954
a,a,330.927,330.967,19384
little,little,330.967,331.207,560.69
closer,closer,331.207,331.686,38.888
the,the,333.028,333.093,67225
next,next,333.093,333.453,277.82
day,day,333.453,333.653,596.34
the,the,333.653,333.743,67225
little,little,333.743,333.963,560.69
prince,prince,333.963,334.363,68.37
came,came,334.363,334.643,372.9
back,back,334.643,335.002,514.72
it,it,335.915,336.04,7267.4
would,would,336.04,336.22,1864.7
ve,have,336.22,336.3,3516.4
been,been,336.3,336.47,2049.8
better,better,336.47,336.74,285.07
to,to,336.74,336.86,24495
come,come,336.86,337.14,427.51
back,back,337.14,337.37,514.72
at,at,337.37,337.45,4321.7
the,the,337.45,337.54,67225
same,same,337.54,338.01,790.7
time,time,338.01,338.33,1478.5
of,of,338.33,338.51,39205
day,day,338.51,338.834,596.34
said,said,339.148,339.323,959.68
the,the,339.323,339.403,67225
fox,fox,339.403,339.838,21.689
if,if,340.167,340.782,1981.4
you,you,340.782,340.882,2959.7
come,come,340.882,341.252,427.51
for,for,341.252,341.432,8286.8
example,example,341.432,341.912,396.92
at,at,341.912,342.052,4321.7
four,four,342.052,342.362,332.94
o,o,342.362,342.402,161.54
clock,clock,342.402,342.712,19.847
in,in,342.712,342.792,21385
the,the,342.792,342.902,67225
afternoon,afternoon,342.902,343.566,44.361
from,from,344,344.185,4392.3
three,three,344.185,344.535,617.57
o,o,344.535,344.565,161.54
clock,clock,344.565,344.955,19.847
i,i,344.955,345.035,4918.5
d,would,345.035,345.125,1864.7
start,start,345.125,345.405,101.15
to,to,345.405,345.495,24495
feel,feel,345.495,345.685,163.98
happy,happy,345.685,346.104,74.906
as,as,346.423,346.848,7217.4
the,the,346.848,346.938,67225
time,time,346.938,347.328,1478.5
got,got,347.328,347.538,206.35
nearer,nearer,347.538,347.858,16.914
i,i,347.858,347.958,4918.5
d,would,347.958,348.388,1864.7
feel,feel,348.388,348.638,163.98
happier,happier,348.638,349.148,5.6471
and,and,349.148,349.308,28654
happier,happier,349.308,349.847,5.6471
already,already,350.156,350.661,250.93
by,by,350.661,350.841,5954.5
four,four,350.841,351.131,332.94
o,o,351.131,351.181,161.54
clock,clock,351.181,351.591,19.847
i,i,351.591,351.661,4918.5
d,would,351.661,351.731,1864.7
be,be,351.731,351.901,6101
jumping,jumping,351.901,352.361,6.5774
about,about,352.361,352.781,1355.8
and,and,352.781,352.921,28654
getting,getting,352.921,353.121,92.899
restless,restless,353.121,353.85,8.4974
i,i,354.164,354.419,4918.5
d,would,354.419,354.479,1864.7
come,come,354.479,354.899,427.51
to,to,354.899,355.019,24495
learn,learn,355.019,355.319,94.26
the,the,355.319,355.399,67225
price,price,355.399,356.039,161.25
of,of,356.039,356.139,39205
happiness,happiness,356.139,356.838,39.711
but,but,357.506,357.611,3535.3
if,if,357.611,357.741,1981.4
you,you,357.741,357.831,2959.7
come,come,357.831,358.111,427.51
at,at,358.111,358.191,4321.7
just,just,358.191,358.491,575
any,any,358.491,358.741,1245.4
time,time,358.741,359.211,1478.5
i'd,i,359.46,359.5675,4918.5
,would,359.5675,359.675,1864.7
never,never,359.675,359.905,465.17
know,know,359.905,359.995,513.45
at,at,359.995,360.075,4321.7
what,what,360.075,360.425,1547.8
time,time,360.425,360.735,1478.5
my,my,360.735,360.845,1370.3
heart,heart,360.845,361.285,204.16
should,should,361.285,361.435,1030.9
be,be,361.435,361.555,6101
ready,ready,361.555,361.805,100.79
to,to,361.805,361.925,24495
greet,greet,361.925,362.285,4.9293
you,you,362.285,362.454,2959.7
we,we,362.933,363.028,2604.7
must,must,363.028,363.278,839.4
observe,observe,363.278,363.758,38.224
the,the,363.758,363.868,67225
rites,rites,363.868,364.378,10.936
what,what,365.34,365.535,1547.8
s,is,365.535,365.605,10615
a,a,365.605,365.655,19384
rite,rite,365.655,366.235,6.389
asked,asked,366.46,366.725,219.97
the,the,366.725,366.795,67225
little,little,366.795,367.045,560.69
prince,prince,367.045,367.499,68.37
they,they,368.557,368.792,3117.2
are,are,368.792,368.952,4685
also,also,368.952,369.432,1315
something,something,369.432,369.952,282.71
too,too,369.952,370.152,490.98
often,often,370.152,370.432,411.96
forgotten,forgotten,370.432,370.971,31.492
said,said,371.29,371.475,959.68
the,the,371.475,371.545,67225
fox,fox,371.545,372.06,21.689
they,they,372.733,372.898,3117.2
are,are,372.898,372.928,4685
what,what,372.928,373.348,1547.8
make,make,373.348,373.708,636.59
one,one,373.708,373.998,2720.8
day,day,373.998,374.218,596.34
different,different,374.218,374.698,483.34
from,from,374.698,374.858,4392.3
other,other,374.858,375.058,1751.2
days,days,375.058,375.577,297.7
one,one,375.812,376.016,2720.8
hour,hour,376.016,376.516,109.87
different,different,376.516,377.026,483.34
from,from,377.026,377.197,4392.3
other,other,377.197,377.666,1751.2
hours,hours,377.666,378.081,150.89
there,there,378.445,378.92,2055.7
s,is,378.92,378.97,10615
a,a,378.97,379.05,19384
rite,rite,379.05,379.48,6.389
for,for,379.48,379.72,8286.8
example,example,379.72,380.24,396.92
among,among,380.24,380.53,406.85
my,my,380.53,380.72,1370.3
hunters,hunters,380.72,381.344,8.417
on,on,381.828,381.993,5817
thursdays,thursdays,381.993,382.893,0.51476
they,they,382.893,383.023,3117.2
dance,dance,383.023,383.483,40.453
with,with,383.483,383.623,6561.8
the,the,383.623,383.693,67225
girls,girls,383.693,384.103,70.417
of,of,384.103,384.213,39205
the,the,384.213,384.293,67225
village,village,384.293,384.777,90.129
so,so,385.226,385.401,1834.7
thursday,thursday,385.401,386.181,10.028
is,is,386.181,386.281,10615
a,a,386.281,386.331,19384
wonderful,wonderful,386.331,387.021,36.522
day,day,387.021,387.29,596.34
i,i,387.724,387.829,4918.5
can,can,387.829,388.039,2108.5
go,go,388.039,388.199,410.2
for,for,388.199,388.419,8286.8
a,a,388.419,388.459,19384
walk,walk,388.459,388.789,60.603
as,as,388.789,389.019,7217.4
far,far,389.019,389.199,365.59
as,as,389.199,389.409,7217.4
the,the,389.409,389.529,67225
vineyards,vineyards,389.529,390.144,2.6912
if,if,390.483,390.878,1981.4
the,the,390.878,390.948,67225
hunters,hunters,390.948,391.468,8.417
danced,danced,391.468,391.868,6.5258
on,on,391.868,391.998,5817
just,just,391.998,392.378,575
any,any,392.378,392.628,1245.4
day,day,392.628,392.922,596.34
all,all,393.336,393.531,2611.6
the,the,393.531,393.601,67225
days,days,393.601,393.941,297.7
would,would,393.941,394.031,1864.7
be,be,394.031,394.181,6101
alike,alike,394.181,394.7,25.247
and,and,394.92,395.055,28654
i,i,395.055,395.145,4918.5
d,had,395.145,395.225,3312.1
never,never,395.225,395.485,465.17
have,have,395.485,395.705,3516.4
any,any,395.705,395.885,1245.4
rest,rest,395.885,396.389,149.67
so,so,397.597,397.822,1834.7
the,the,397.822,397.922,67225
little,little,397.922,398.172,560.69
prince,prince,398.172,398.622,68.37
tamed,tamed,398.622,399.162,1.3992
the,the,399.162,399.242,67225
fox,fox,399.242,399.821,21.689
and,and,400.295,400.47,28654
when,when,400.47,400.62,1924.1
the,the,400.62,400.71,67225
time,time,400.71,401.11,1478.5
to,to,401.11,401.23,24495
leave,leave,401.23,401.55,141.09
drew,drew,401.55,401.86,41.154
near,near,401.86,402.255,196.18
oh,oh,402.988,403.508,81.065
said,said,403.777,403.992,959.68
the,the,403.992,404.072,67225
fox,fox,404.072,404.806,21.689
i,i,405.036,405.091,4918.5
ll,will,405.091,405.211,1880.3
cry,cry,405.211,405.85,31.283
it,it,406.579,406.744,7267.4
s,is,406.744,406.804,10615
your,your,406.804,407.054,950.53
fault,fault,407.054,407.894,32.193
said,said,407.894,408.074,959.68
the,the,408.074,408.164,67225
little,little,408.164,408.404,560.69
prince,prince,408.404,409.024,68.37
i,i,409.024,409.054,4918.5
never,never,409.054,409.634,465.17
wished,wished,409.634,409.974,36.62
you,you,409.974,410.084,2959.7
any,any,410.084,410.324,1245.4
harm,harm,410.324,410.747,25.713
but,but,411.096,411.241,3535.3
you,you,411.241,411.411,2959.7
wanted,wanted,411.411,411.771,136.16
me,me,411.771,411.881,1037.6
to,to,411.881,411.991,24495
tame,tame,411.991,412.451,3.9817
you,you,412.451,412.726,2959.7
i,i,413.344,413.489,4918.5
know,know,413.489,413.904,513.45
said,said,414.204,414.389,959.68
the,the,414.389,414.479,67225
fox,fox,414.479,414.988,21.689
but,but,415.667,415.832,3535.3
you,you,415.832,415.902,2959.7
re,are,415.902,415.962,4685
going,going,415.962,416.162,262.22
to,to,416.162,416.272,24495
cry,cry,416.272,416.916,31.283
said,said,417.116,417.331,959.68
the,the,417.331,417.421,67225
little,little,417.421,417.701,560.69
prince,prince,417.701,418.091,68.37
i,i,418.849,419.014,4918.5
know,know,419.014,419.379,513.45
said,said,419.808,419.993,959.68
the,the,419.993,420.083,67225
fox,fox,420.083,420.577,21.689
so,so,421.011,421.486,1834.7
all,all,421.486,421.766,2611.6
this,this,421.766,422.106,4844.1
has,has,422.106,422.236,2066.4
done,done,422.236,422.416,260.31
you,you,422.416,422.576,2959.7
no,no,422.576,422.816,1773.3
good,good,422.816,423.206,645.62
at,at,423.206,423.286,4321.7
all,all,423.286,423.591,2611.6
it,it,424.319,424.474,7267.4
has,has,424.474,424.944,2066.4
done,done,424.944,425.134,260.31
me,me,425.134,425.324,1037.6
good,good,425.324,425.684,645.62
said,said,425.978,426.173,959.68
the,the,426.173,426.243,67225
fox,fox,426.243,426.712,21.689
because,because,427.141,427.476,775.24
of,of,427.476,427.586,39205
the,the,427.586,427.666,67225
colour,color,427.666,428.146,87.782
of,of,428.146,428.276,39205
the,the,428.276,428.356,67225
wheat,wheat,428.356,428.771,29.152
and,and,429.703,429.888,28654
then,then,429.888,430.038,1105
he,he,430.038,430.238,5204.1
added,added,430.238,430.608,132.65
go,go,431.427,431.601,410.2
and,and,431.601,431.741,28654
see,see,431.741,431.991,1071.7
the,the,431.991,432.131,67225
roses,roses,432.131,432.572,9.358
again,again,432.572,432.931,412.97
you,you,433.455,433.57,2959.7
ll,will,433.57,433.65,1880.3
understand,understand,433.65,434.44,141
that,that,434.44,434.57,10130
yours,yours,434.57,434.99,24.404
is,is,434.99,435.16,10615
unique,unique,435.16,435.63,47.743
in,in,435.63,435.71,21385
the,the,435.71,435.79,67225
entire,entire,435.79,436.34,108.98
world,world,436.34,436.784,640.47
then,then,437.433,437.778,1105
come,come,437.778,438.188,427.51
back,back,438.188,438.428,514.72
to,to,438.428,438.558,24495
say,say,438.558,438.778,392.56
goodbye,goodbye,438.778,439.148,4.2294
to,to,439.148,439.348,24495
me,me,439.348,439.517,1037.6
and,and,439.861,440.016,28654
i,i,440.016,440.086,4918.5
ll,will,440.086,440.176,1880.3
make,make,440.176,440.416,636.59
you,you,440.416,440.506,2959.7
a,a,440.506,440.566,19384
present,present,440.566,441.136,397.24
of,of,441.136,441.206,39205
a,a,441.206,441.256,19384
secret,secret,441.256,441.8,61.969
the,the,443.432,443.537,67225
little,little,443.537,443.797,560.69
prince,prince,443.797,444.217,68.37
went,went,444.217,444.477,281.29
away,away,444.477,444.727,308.57
to,to,444.727,444.837,24495
see,see,444.837,445.037,1071.7
the,the,445.037,445.167,67225
roses,roses,445.167,445.557,9.358
again,again,445.557,445.916,412.97
you,you,446.929,447.194,2959.7
aren,are,447.194,447.394,4685
t,not,447.394,447.444,5726.1
like,like,447.444,447.634,898.72
my,my,447.634,447.864,1370.3
rose,rose,447.864,448.174,76.235
at,at,448.174,448.344,4321.7
all,all,448.344,448.644,2611.6
you,you,448.988,449.133,2959.7
are,are,449.133,449.203,4685
nothing,nothing,449.203,449.653,284.5
yet,yet,449.653,450.043,377.42
he,he,450.352,450.447,5204.1
told,told,450.447,450.827,225
them,them,450.827,451.017,1518.8
no,no,451.306,451.741,1773.3
one,one,451.741,451.941,2720.8
has,has,451.941,452.141,2066.4
tamed,tamed,452.141,452.551,1.3992
you,you,452.551,452.761,2959.7
and,and,452.761,453.061,28654
you,you,453.061,453.241,2959.7
haven,have,453.241,453.571,3516.4
t,not,453.571,453.711,5726.1
tamed,tamed,453.711,453.911,1.3992
anyone,anyone,453.911,454.42,66.747
you,you,454.745,455.049,2959.7
re,are,455.049,455.139,4685
like,like,455.139,455.37,898.72
my,my,455.37,455.529,1370.3
fox,fox,455.529,456,21.689
used,used,456,456.24,663.5
to,to,456.24,456.35,24495
be,be,456.35,456.579,6101
he,he,457.137,457.252,5204.1
was,was,457.252,457.422,6966.8
only,only,457.422,457.722,1437.3
a,a,457.722,457.752,19384
fox,fox,457.752,458.332,21.689
just,just,458.332,458.682,575
like,like,458.682,458.892,898.72
a,a,458.892,458.922,19384
hundred,hundred,458.922,459.462,144.7
thousand,thousand,459.462,459.982,102.78
others,others,459.982,460.447,354.7
but,but,460.89,461.055,3535.3
i,i,461.055,461.225,4918.5
ve,have,461.225,461.335,3516.4
made,made,461.335,461.595,933.93
him,him,461.595,461.705,1494.9
my,my,461.705,461.895,1370.3
friend,friend,461.895,462.235,130.14
and,and,462.235,462.665,28654
now,now,462.665,463.325,860.09
he,he,463.325,463.755,5204.1
s,is,463.755,463.835,10615
unique,unique,463.835,464.265,47.743
in,in,464.265,464.345,21385
the,the,464.345,464.445,67225
entire,entire,464.445,464.995,108.98
world,world,464.995,465.474,640.47
and,and,466.317,466.472,28654
the,the,466.472,466.592,67225
roses,roses,466.592,467.152,9.358
were,were,467.152,467.212,2874.6
very,very,467.212,467.602,945.6
embarrassed,embarrassed,467.602,468.262,7.9296
you,you,469.03,469.175,2959.7
are,are,469.175,469.365,4685
beautiful,beautiful,469.365,470.05,86.9
but,but,470.429,470.574,3535.3
you,you,470.574,470.684,2959.7
are,are,470.684,470.804,4685
empty,empty,470.804,471.314,41.357
he,he,471.618,471.723,5204.1
went,went,471.723,472.053,281.29
on,on,472.053,472.268,5817
one,one,472.652,473.087,2720.8
could,could,473.087,473.307,1122.9
not,not,473.307,473.577,5726.1
die,die,473.577,473.847,131.86
for,for,473.847,473.967,8286.8
you,you,473.967,474.301,2959.7
of,of,475.164,475.229,39205
course,course,475.229,475.589,338.36
an,an,475.589,475.689,3451.6
ordinary,ordinary,475.689,476.209,77.305
passer,passer,476.209,476.629,1.1708
by,by,476.629,476.859,5954.5
would,would,476.859,477.059,1864.7
think,think,477.059,477.329,357.41
that,that,477.329,477.439,10130
my,my,477.439,477.739,1370.3
rose,rose,477.739,478.129,76.235
looked,looked,478.129,478.389,174.06
just,just,478.389,478.659,575
like,like,478.659,478.939,898.72
you,you,478.939,479.128,2959.7
but,but,479.647,479.772,3535.3
she,she,479.772,480.342,1763.3
alone,alone,480.342,480.622,155.59
is,is,480.622,480.792,10615
more,more,480.792,481.062,1958.9
important,important,481.062,481.582,403.62
than,than,481.582,481.742,1500.3
all,all,481.742,482.122,2611.6
of,of,482.122,482.252,39205
you,you,482.252,482.606,2959.7
because,because,483.115,483.4,775.24
it,it,483.4,483.55,7267.4
s,is,483.55,483.58,10615
her,her,483.58,483.87,2067.8
that,that,483.87,484.13,10130
i,i,484.13,484.2,4918.5
watered,watered,484.2,485.14,3.5167
because,because,485.14,485.43,775.24
it,it,485.43,485.59,7267.4
s,is,485.59,485.62,10615
her,her,485.62,485.9,2067.8
that,that,485.9,486.06,10130
i,i,486.06,486.13,4918.5
put,put,486.13,486.4,297.14
under,under,486.4,486.59,741.43
the,the,486.59,486.68,67225
glass,glass,486.68,487.14,81.06
dome,dome,487.14,487.529,7.9136
because,because,488.012,488.287,775.24
it,it,488.287,488.437,7267.4
s,is,488.437,488.477,10615
her,her,488.477,488.777,2067.8
that,that,488.777,488.927,10130
i,i,488.927,489.037,4918.5
sheltered,sheltered,489.037,489.557,5.5323
behind,behind,489.557,489.917,152.21
the,the,489.917,489.977,67225
screen,screen,489.977,490.532,40.171
because,because,490.841,491.436,775.24
it,it,491.436,491.556,7267.4
s,is,491.556,491.626,10615
for,for,491.626,491.796,8286.8
her,her,491.796,492.086,2067.8
that,that,492.086,492.256,10130
i,i,492.256,492.336,4918.5
killed,killed,492.336,492.606,64.616
the,the,492.606,492.686,67225
caterpillars,caterpillars,492.686,493.49,1.5526
except,except,493.824,494.149,147.78
two,two,494.358,494.553,1309.2
or,or,494.553,494.713,4643.6
three,three,494.713,494.983,617.57
to,to,494.983,495.124,24495
become,become,495.124,495.493,313.31
butterflies,butterflies,495.493,496.238,3.3688
because,because,496.846,497.151,775.24
it,it,497.151,497.291,7267.4
s,is,497.291,497.331,10615
her,her,497.331,497.541,2067.8
that,that,497.541,497.731,10130
i,i,497.731,497.821,4918.5
listened,listened,497.821,498.251,19.279
to,to,498.251,498.361,24495
grumble,grumble,498.361,498.931,0.77406
or,or,498.931,499.141,4643.6
boast,boast,499.141,499.691,5.9846
or,or,500.11,500.235,4643.6
even,even,500.235,500.475,857.77
sometimes,sometimes,500.475,501.155,209.26
when,when,501.155,501.275,1924.1
she,she,501.275,501.425,1763.3
said,said,501.425,501.675,959.68
nothing,nothing,501.675,502.13,284.5
because,because,502.698,502.973,775.24
she,she,502.973,503.153,1763.3
s,is,503.153,503.233,10615
my,my,503.233,503.673,1370.3
rose,rose,503.673,504.283,76.235
and,and,505.251,505.396,28654
he,he,505.396,505.496,5204.1
went,went,505.496,505.726,281.29
back,back,505.726,505.966,514.72
to,to,505.966,506.086,24495
the,the,506.086,506.176,67225
fox,fox,506.176,506.7,21.689
goodbye,goodbye,507.528,508.053,4.2294
he,he,508.502,508.597,5204.1
said,said,508.597,508.967,959.68
goodbye,goodbye,509.745,510.205,4.2294
said,said,510.579,510.764,959.68
the,the,510.764,510.834,67225
fox,fox,510.834,511.338,21.689
here,here,512.012,512.187,547.34
s,is,512.187,512.357,10615
my,my,512.357,512.497,1370.3
secret,secret,512.497,513.076,61.969
it,it,513.41,513.525,7267.4
s,is,513.525,513.555,10615
very,very,513.555,513.805,945.6
simple,simple,513.805,514.295,155.56
one,one,515.382,515.547,2720.8
only,only,515.547,516.107,1437.3
sees,sees,516.107,516.547,36.126
clearly,clearly,516.547,517.087,123.88
with,with,517.087,517.267,6561.8
the,the,517.267,517.367,67225
heart,heart,517.367,517.846,204.16
what,what,518.45,518.595,1547.8
is,is,518.595,518.735,10615
essential,essential,518.735,519.43,93.843
is,is,519.664,519.809,10615
invisible,invisible,519.809,520.469,16.667
to,to,520.469,520.599,24495
the,the,520.599,520.739,67225
eye,eye,520.739,521.079,104.21
what,what,522.017,522.172,1547.8
is,is,522.172,522.332,10615
essential,essential,522.332,522.992,93.843
is,is,522.992,523.232,10615
invisible,invisible,523.232,523.882,16.667
to,to,523.882,524.022,24495
the,the,524.022,524.172,67225
eye,eye,524.172,524.496,104.21
repeated,repeated,524.846,525.341,52.281
the,the,525.341,525.421,67225
little,little,525.421,525.661,560.69
prince,prince,525.661,526.101,68.37
so,so,526.101,526.281,1834.7
as,as,526.281,526.431,7217.4
to,to,526.431,526.541,24495
remember,remember,526.541,527.005,101.5
it,it,528.088,528.243,7267.4
is,is,528.243,528.413,10615
the,the,528.413,528.513,67225
time,time,528.513,528.993,1478.5
you,you,528.993,529.113,2959.7
have,have,529.113,529.373,3516.4
wasted,wasted,529.373,529.833,9.5814
on,on,529.833,529.973,5817
your,your,529.973,530.233,950.53
rose,rose,530.233,530.657,76.235
that,that,530.981,531.196,10130
makes,makes,531.196,531.556,158.56
your,your,531.556,531.846,950.53
rose,rose,531.846,532.196,76.235
so,so,532.196,532.436,1834.7
important,important,532.436,533.13,403.62
it,it,534.018,534.163,7267.4
is,is,534.163,534.343,10615
the,the,534.343,534.443,67225
time,time,534.443,534.903,1478.5
that,that,534.903,535.063,10130
i,i,535.063,535.183,4918.5
have,have,535.183,535.363,3516.4
wasted,wasted,535.363,535.703,9.5814
on,on,535.703,535.833,5817
my,my,535.833,536.013,1370.3
rose,rose,536.013,536.667,76.235
said,said,536.867,537.062,959.68
the,the,537.062,537.132,67225
little,little,537.132,537.372,560.69
prince,prince,537.372,537.862,68.37
so,so,537.862,538.012,1834.7
as,as,538.012,538.212,7217.4
to,to,538.212,538.302,24495
remember,remember,538.302,538.857,101.5
the,the,539.839,539.914,67225
men,men,539.914,540.324,574.92
have,have,540.324,540.524,3516.4
forgotten,forgotten,540.524,541.014,31.492
this,this,541.014,541.244,4844.1
truth,truth,541.244,541.734,150.31
said,said,542.023,542.218,959.68
the,the,542.218,542.298,67225
fox,fox,542.298,542.777,21.689
but,but,543.316,543.481,3535.3
you,you,543.481,543.731,2959.7
must,must,543.731,544.021,839.4
not,not,544.021,544.401,5726.1
forget,forget,544.401,544.761,39.537
it,it,544.761,544.99,7267.4
you,you,545.669,545.804,2959.7
become,become,545.804,546.354,313.31
forever,forever,546.354,546.814,23.95
responsible,responsible,546.814,547.704,76.25
for,for,547.704,547.904,8286.8
that,that,547.904,548.244,10130
which,which,548.244,548.424,3975.8
you,you,548.424,548.494,2959.7
have,have,548.494,548.644,3516.4
tamed,tamed,548.644,549.168,1.3992
you,you,549.796,550.011,2959.7
are,are,550.011,550.181,4685
responsible,responsible,550.181,551.011,76.25
for,for,551.011,551.211,8286.8
your,your,551.211,551.541,950.53
rose,rose,551.541,552.031,76.235
i,i,552.844,552.959,4918.5
am,am,552.959,553.119,298.9
responsible,responsible,553.119,553.859,76.25
for,for,553.859,554.039,8286.8
my,my,554.039,554.219,1370.3
rose,rose,554.219,554.759,76.235
repeated,repeated,555.018,555.453,52.281
the,the,555.453,555.533,67225
little,little,555.533,555.803,560.69
prince,prince,555.803,556.233,68.37
so,so,556.233,556.463,1834.7
as,as,556.463,556.623,7217.4
to,to,556.623,556.703,24495
remember,remember,556.703,557.262,101.5
good,good,558.456,558.581,645.62
morning,morning,558.581,559.036,138.82
said,said,559.306,559.501,959.68
the,the,559.501,559.591,67225
little,little,559.591,559.851,560.69
prince,prince,559.851,560.32,68.37
good,good,560.919,561.074,645.62
morning,morning,561.074,561.464,138.82
said,said,561.464,561.924,959.68
the,the,561.924,562.054,67225
railway,railway,562.054,562.434,37.547
switchman,switchman,562.434,562.993,0.06585
what,what,563.881,564.006,1547.8
do,do,564.006,564.146,1413.7
you,you,564.146,564.206,2959.7
do,do,564.206,564.426,1413.7
here,here,564.426,564.756,547.34
the,the,565.115,565.18,67225
little,little,565.18,565.41,560.69
prince,prince,565.41,565.8,68.37
asked,asked,565.8,566.105,219.97
i,i,566.763,566.928,4918.5
sort,sort,566.928,567.198,97.17
travelers,travelers,567.198,567.888,6.1669
in,in,567.888,568.048,21385
packs,packs,568.048,568.358,3.3028
of,of,568.358,568.438,39205
a,a,568.438,568.478,19384
thousand,thousand,568.478,569.052,102.78
said,said,569.276,569.442,959.68
the,the,569.442,569.521,67225
switchman,switchman,569.521,570.056,0.06585
i,i,570.575,570.72,4918.5
dispatch,dispatch,570.72,571.32,6.1292
the,the,571.32,571.39,67225
trains,trains,571.39,571.84,11.829
that,that,571.84,571.96,10130
carry,carry,571.96,572.3,85.574
them,them,572.3,572.484,1518.8
sometimes,sometimes,572.679,573.194,209.26
to,to,573.194,573.284,24495
the,the,573.284,573.344,67225
right,right,573.344,573.734,513.67
sometimes,sometimes,573.734,574.234,209.26
to,to,574.234,574.324,24495
the,the,574.324,574.384,67225
left,left,574.384,574.763,388.43
and,and,575.496,575.691,28654
a,a,575.691,575.771,19384
brilliantly,brilliantly,575.771,576.431,3.1833
lit,lit,576.431,576.641,15.388
express,express,576.641,577.211,62.473
train,train,577.211,577.541,51.979
rumbling,rumbling,577.541,578.181,1.2771
like,like,578.181,578.511,898.72
thunder,thunder,578.511,578.971,10.11
shook,shook,578.971,579.751,27.109
the,the,579.751,579.841,67225
switchman,switchman,579.841,580.391,0.06585
s,s,580.391,580.481,721.52
cabin,cabin,580.481,580.939,14.891
they,they,581.807,582.152,3117.2
really,really,582.152,582.442,186.65
are,are,582.442,582.652,4685
in,in,582.652,582.762,21385
a,a,582.762,582.812,19384
hurry,hurry,582.812,583.297,12.237
said,said,583.526,583.731,959.68
the,the,583.731,583.811,67225
little,little,583.811,584.051,560.69
prince,prince,584.051,584.486,68.37
what,what,585.19,585.345,1547.8
is,is,585.345,585.475,10615
it,it,585.475,585.595,7267.4
that,that,585.595,585.745,10130
they,they,585.745,585.845,3117.2
re,are,585.845,585.905,4685
looking,looking,585.905,586.265,132.11
for,for,586.265,586.584,8286.8
not,not,587.288,587.492,5726.1
even,even,587.492,587.822,857.77
the,the,587.822,587.942,67225
locomotive,locomotive,587.942,588.602,4.7559
engineer,engineer,588.602,589.043,22.641
knows,knows,589.043,589.362,64.228
that,that,589.362,589.717,10130
said,said,589.957,590.152,959.68
the,the,590.152,590.232,67225
switchman,switchman,590.232,590.776,0.06585
a,a,591.514,591.589,19384
second,second,591.589,592.169,400.69
brilliantly,brilliantly,592.169,592.819,3.1833
lit,lit,592.819,593.01,15.388
express,express,593.01,593.73,62.473
thundered,thundered,593.73,594.199,1.3979
by,by,594.199,594.389,5954.5
in,in,594.389,594.579,21385
the,the,594.579,594.699,67225
